Name;Action;Adventure;Children;Comedy;Crime;Drama;Horror;Romance;SciFi;Thriller
Women on the Verge of a Nervous Breakdown (1988);0;0;0;1;0;1;0;0;0;0
Verdict, The (1982);0;0;0;0;0;1;0;0;0;0
Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972);0;0;0;0;0;1;0;0;0;0
Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984);0;1;0;1;0;0;0;0;1;0
Stand and Deliver (1987);0;0;0;0;0;1;0;0;0;0
Moonstruck (1987);0;0;0;1;0;0;0;0;0;0
Sandpiper, The (1965);0;0;0;0;0;1;0;1;0;0
Jeremiah Johnson (1972);0;0;0;0;0;0;0;0;0;0
Repulsion (1965);0;0;0;0;0;0;0;0;0;1
Irma la Douce (1963);0;0;0;1;0;0;0;0;0;0
42 Up (1998);0;0;0;0;0;0;0;0;0;0
Liberty Heights (1999);0;0;0;0;0;1;0;0;0;0
Mansfield Park (1999);0;0;0;0;0;1;0;0;0;0
Goodbye, 20th Century (Zbogum na dvadesetiot vek) (1998);0;0;0;0;0;1;0;0;1;0
Sleepy Hollow (1999);0;0;0;0;0;0;1;1;0;0
World Is Not Enough, The (1999);1;0;0;0;0;0;0;0;0;1
All About My Mother (Todo Sobre Mi Madre) (1999);0;0;0;1;0;1;0;0;0;0
Home Page (1999);0;0;0;0;0;0;0;0;0;0
Living Dead Girl, The (La Morte Vivante) (1982);0;0;0;0;0;0;1;0;0;0
March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934);0;0;0;1;0;0;0;0;0;0
Scrooged (1988);0;0;0;1;0;0;0;0;0;0
Harvey (1950);0;0;0;1;0;0;0;0;0;0
Bicycle Thief, The (Ladri di biciclette) (1948);0;0;0;0;0;1;0;0;0;0
Matewan (1987);0;0;0;0;0;1;0;0;0;0
Kagemusha (1980);0;0;0;0;0;1;0;0;0;0
Chushingura (1962);0;0;0;0;0;1;0;0;0;0
McCabe & Mrs. Miller (1971);0;0;0;0;0;1;0;0;0;0
Maurice (1987);0;0;0;0;0;1;0;1;0;0
Grapes of Wrath, The (1940);0;0;0;0;0;1;0;0;0;0
My Man Godfrey (1957);0;0;0;1;0;0;0;0;0;0
Shop Around the Corner, The (1940);0;0;0;1;0;0;0;1;0;0
Natural, The (1984);0;0;0;0;0;1;0;0;0;0
Shampoo (1975);0;0;0;1;0;0;0;1;0;0
River Runs Through It, A (1992);0;0;0;0;0;1;0;0;0;0
Fatal Attraction (1987);0;0;0;0;0;0;0;0;0;1
Jagged Edge (1985);0;0;0;0;0;0;0;0;0;1
Stanley & Iris (1990);0;0;0;0;0;1;0;1;0;0
Midnight Run (1988);1;1;0;1;1;0;0;0;0;0
Awakenings (1990);0;0;0;0;0;1;0;0;0;0
Come See the Paradise (1990);0;0;0;0;0;1;0;1;0;0
Backdraft (1991);1;0;0;0;0;1;0;0;0;0
Fisher King, The (1991);0;0;0;1;0;1;0;1;0;0
River, The (1984);0;0;0;0;0;1;0;0;0;0
Country (1984);0;0;0;0;0;1;0;0;0;0
Places in the Heart (1984);0;0;0;0;0;1;0;0;0;0
'Night Mother (1986);0;0;0;0;0;1;0;0;0;0
End of Days (1999);1;0;0;0;0;0;0;0;0;1
Toy Story 2 (1999);0;0;1;1;0;0;0;0;0;0
Flawless (1999);0;0;0;0;0;1;0;0;0;0
Miss Julie (1999);0;0;0;0;0;1;0;0;0;0
Ride with the Devil (1999);0;0;0;0;0;1;0;1;0;0
Tumbleweeds (1999);0;0;0;0;0;1;0;0;0;0
Bay of Blood (Reazione a catena) (1971);0;0;0;0;0;0;1;0;0;0
Distinguished Gentleman, The (1992);0;0;0;1;0;0;0;0;0;0
Hitch-Hiker, The (1953);0;0;0;0;0;0;0;0;0;0
Santa Fe Trail (1940);0;0;0;0;0;1;0;1;0;0
Spring Fever USA (a.k.a. Lauderdale) (1989);0;0;0;1;0;0;0;0;0;0
Agnes Browne (1999);0;0;0;1;0;1;0;0;0;0
End of the Affair, The (1999);0;0;0;0;0;1;0;0;0;0
End of the Affair, The (1955);0;0;0;0;0;1;0;0;0;0
Holy Smoke (1999);0;0;0;0;0;1;0;0;0;0
Map of the World, A (1999);0;0;0;0;0;1;0;0;0;0
Sweet and Lowdown (1999);0;0;0;1;0;1;0;0;0;0
Bonfire of the Vanities (1990);0;0;0;1;0;0;0;0;0;0
Broadway Damage (1997);0;0;0;1;0;0;0;0;0;0
Daddy Long Legs (1919);0;0;0;1;0;0;0;0;0;0
Go West (1925);0;0;0;1;0;0;0;0;0;0
Grand Illusion (Grande illusion, La) (1937);0;0;0;0;0;1;0;0;0;0
Great Santini, The (1979);0;0;0;0;0;1;0;0;0;0
James Dean Story, The (1957);0;0;0;0;0;0;0;0;0;0
Sea Wolves, The (1980);1;0;0;0;0;0;0;0;0;0
Stealing Home (1988);0;0;0;0;0;1;0;0;0;0
Tarzan the Fearless (1933);1;1;0;0;0;0;0;0;0;0
Three Ages, The (1923);0;0;0;1;0;0;0;0;0;0
Two Jakes, The (1990);0;0;0;0;0;1;0;0;0;0
U2: Rattle and Hum (1988);0;0;0;0;0;0;0;0;0;0
Hell in the Pacific (1968);0;0;0;0;0;1;0;0;0;0
Glass Bottom Boat, The (1966);0;0;0;1;0;0;0;1;0;0
Cradle Will Rock, The (1999);0;0;0;0;0;1;0;0;0;0
Deuce Bigalow: Male Gigolo (1999);0;0;0;1;0;0;0;0;0;0
Green Mile, The (1999);0;0;0;0;0;1;0;0;0;1
Cider House Rules, The (1999);0;0;0;0;0;1;0;0;0;0
Diamonds (1999);0;0;0;0;0;0;0;0;0;0
War Zone, The (1999);0;0;0;0;0;1;0;0;0;0
Bat Whispers, The (1930);0;0;0;0;1;1;0;0;0;0
Last Picture Show, The (1971);0;0;0;0;0;1;0;0;0;0
7th Voyage of Sinbad, The (1958);1;1;0;0;0;0;0;0;0;0
Blood on the Sun (1945);0;0;0;0;0;1;0;0;0;0
Anna and the King (1999);0;0;0;0;0;1;0;1;0;0
Bicentennial Man (1999);0;0;0;1;0;1;0;0;1;0
Stuart Little (1999);0;0;1;1;0;0;0;0;0;0
Emperor and the Assassin, The (Jing ke ci qin wang) (1999);0;0;0;0;0;1;0;0;0;0
Fantasia 2000 (1999);0;0;1;0;0;0;0;0;0;0
Magnolia (1999);0;0;0;0;0;1;0;0;0;0
Onegin (1999);0;0;0;0;0;1;0;0;0;0
Simpatico (1999);0;0;0;1;0;1;0;0;0;0
Topsy-Turvy (1999);0;0;0;0;0;1;0;0;0;0
Alley Cats, The (1968);0;0;0;0;0;1;0;0;0;0
Boiling Point (1993);1;0;0;0;0;1;0;0;0;0
Brenda Starr (1989);0;1;0;0;0;0;0;0;0;0
Carnal Knowledge (1971);0;0;0;0;0;1;0;0;0;0
Easy Rider (1969);0;1;0;0;0;1;0;0;0;0
Falcon and the Snowman, The (1984);0;0;0;0;0;1;0;0;0;0
Hi-Yo Silver (1940);0;0;0;0;0;0;0;0;0;0
Room at the Top (1959);0;0;0;0;0;1;0;0;0;0
Ulysses (Ulisse) (1954);0;1;0;0;0;0;0;0;0;0
Any Given Sunday (1999);0;0;0;0;0;1;0;0;0;0
Man on the Moon (1999);0;0;0;1;0;1;0;0;0;0
Galaxy Quest (1999);0;1;0;1;0;0;0;0;1;0
Talented Mr. Ripley, The (1999);0;0;0;0;0;1;0;0;0;1
Next Friday (1999);0;0;0;1;0;0;0;0;0;0
Hurricane, The (1999);0;0;0;0;0;1;0;0;0;0
Angela's Ashes (1999);0;0;0;0;0;1;0;0;0;0
Play it to the Bone (1999);0;0;0;1;0;1;0;0;0;0
Titus (1999);0;0;0;0;0;1;0;0;0;0
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999);0;0;0;0;0;0;0;0;0;0
Third Miracle, The (1999);0;0;0;0;0;1;0;0;0;0
Montana (1998);1;0;0;1;1;1;0;0;0;0
Snow Falling on Cedars (1999);0;0;0;0;0;1;0;0;0;0
Girl, Interrupted (1999);0;0;0;0;0;1;0;0;0;0
Trans (1998);0;0;0;0;0;1;0;0;0;0
Life and Times of Hank Greenberg, The (1998);0;0;0;0;0;0;0;0;0;0
My Dog Skip (1999);0;0;0;1;0;0;0;0;0;0
Supernova (2000);0;1;0;0;0;0;0;0;1;0
Quarry, The (1998);0;0;0;0;0;1;0;0;0;0
Terrorist, The (Malli) (1998);0;0;0;0;0;1;0;0;0;0
Creature (1999);0;0;0;0;0;0;0;0;0;0
Way We Were, The (1973);0;0;0;0;0;1;0;0;0;0
Tess of the Storm Country (1922);0;0;0;0;0;1;0;0;0;0
Stalag 17 (1953);0;0;0;0;0;1;0;0;0;0
Presidio, The (1988);1;0;0;0;0;0;0;0;0;0
Papillon (1973);0;0;0;0;0;1;0;0;0;0
Pal Joey (1957);0;0;0;1;0;0;0;1;0;0
Last Detail, The (1973);0;0;0;1;0;1;0;0;0;0
Five Easy Pieces (1970);0;0;0;0;0;1;0;0;0;0
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971);0;0;0;0;0;1;0;0;0;0
Dead Calm (1989);0;0;0;0;0;0;0;0;0;1
Boys from Brazil, The (1978);0;0;0;0;0;0;0;0;0;1
Black Sunday (La Maschera Del Demonio) (1960);0;0;0;0;0;0;1;0;0;0
Against All Odds (1984);0;0;0;0;0;0;0;1;0;0
Snows of Kilimanjaro, The (1952);0;1;0;0;0;0;0;0;0;0
Loaded Weapon 1 (1993);1;0;0;1;0;0;0;0;0;0
Loves of Carmen, The (1948);0;0;0;0;0;1;0;0;0;0
Fast Times at Ridgemont High (1982);0;0;0;1;0;0;0;0;0;0
Cry in the Dark, A (1988);0;0;0;0;0;1;0;0;0;0
Born to Win (1971);0;0;0;0;0;1;0;0;0;0
Batman: Mask of the Phantasm (1993);0;0;1;0;0;0;0;0;0;0
American Flyers (1985);0;0;0;0;0;1;0;0;0;0
Voyage of the Damned (1976);0;0;0;0;0;1;0;0;0;0
Vampyros Lesbos (Las Vampiras) (1970);0;0;0;0;0;0;1;0;0;0
Star Is Born, A (1937);0;0;0;0;0;1;0;0;0;0
Poison (1991);0;0;0;0;0;1;0;0;0;0
Pacific Heights (1990);0;0;0;0;0;0;0;0;0;1
Night Tide (1961);0;0;0;0;0;1;0;0;0;0
Draughtsman's Contract, The (1982);0;0;0;0;0;1;0;0;0;0
Carmen (1984);0;0;0;0;0;1;0;0;0;0
Zed & Two Noughts, A (1985);0;0;0;0;0;1;0;0;0;0
Woman in the Dunes (Suna no onna) (1964);0;0;0;0;0;1;0;0;0;0
Down to You (2000);0;0;0;1;0;0;0;1;0;0
Hellhounds on My Trail (1999);0;0;0;0;0;0;0;0;0;0
Not Love, Just Frenzy (M? que amor, frenes? (1996);0;0;0;1;0;1;0;0;0;1
Wirey Spindell (1999);0;0;0;1;0;0;0;0;0;0
Another Man's Poison (1952);0;0;0;0;1;1;0;0;0;0
Odessa File, The (1974);0;0;0;0;0;0;0;0;0;1
Saphead, The (1920);0;0;0;1;0;0;0;0;0;0
Seven Chances (1925);0;0;0;1;0;0;0;0;0;0
Smashing Time (1967);0;0;0;1;0;0;0;0;0;0
Train Ride to Hollywood (1978);0;0;0;1;0;0;0;0;0;0
Where the Buffalo Roam (1980);0;0;0;1;0;0;0;0;0;0
Zachariah (1971);0;0;0;0;0;0;0;0;0;0
Kestrel's Eye (Falkens ?a) (1998);0;0;0;0;0;0;0;0;0;0
Eye of the Beholder (1999);0;0;0;0;0;0;0;0;0;1
Isn't She Great? (2000);0;0;0;1;0;0;0;0;0;0
Big Tease, The (1999);0;0;0;1;0;0;0;0;0;0
Cup, The (Ph?pa) (1999);0;0;0;1;0;0;0;0;0;0
Santitos (1997);0;0;0;1;0;0;0;0;0;0
Encino Man (1992);0;0;0;1;0;0;0;0;0;0
Goodbye Girl, The (1977);0;0;0;1;0;0;0;1;0;0
I Am Cuba (Soy Cuba/Ya Kuba) (1964);0;0;0;0;0;1;0;0;0;0
Malcolm X (1992);0;0;0;0;0;1;0;0;0;0
Sister Act (1992);0;0;0;1;1;0;0;0;0;0
Sister Act 2: Back in the Habit (1993);0;0;0;1;0;0;0;0;0;0
Hand That Rocks the Cradle, The (1992);0;0;0;0;0;0;0;0;0;1
Alive (1993);0;0;0;0;0;1;0;0;0;0
Agnes of God (1985);0;0;0;0;0;1;0;0;0;0
Scent of a Woman (1992);0;0;0;0;0;1;0;0;0;0
Wayne's World (1992);0;0;0;1;0;0;0;0;0;0
Wayne's World 2 (1993);0;0;0;1;0;0;0;0;0;0
League of Their Own, A (1992);0;0;0;1;0;1;0;0;0;0
Patriot Games (1992);1;0;0;0;0;0;0;0;0;1
Bodyguard, The (1992);1;0;0;0;0;1;0;1;0;1
Death Becomes Her (1992);0;0;0;1;0;0;0;0;0;0
Far and Away (1992);0;0;0;0;0;1;0;1;0;0
Howards End (1992);0;0;0;0;0;1;0;0;0;0
Singles (1992);0;0;0;1;0;1;0;1;0;0
Twin Peaks: Fire Walk with Me (1992);0;0;0;0;0;1;0;0;0;0
White Men Can't Jump (1992);0;0;0;1;0;0;0;0;0;0
Buffy the Vampire Slayer (1992);0;0;0;1;0;0;1;0;0;0
Hard-Boiled (Lashou shentan) (1992);1;0;0;0;1;0;0;0;0;0
Man Bites Dog (C'est arriv?pr? de chez vous) (1992);1;0;0;1;1;1;0;0;0;0
Mariachi, El (1992);1;0;0;0;0;0;0;0;0;1
Stop! Or My Mom Will Shoot (1992);1;0;0;1;0;0;0;0;0;0
Forever Young (1992);0;1;0;0;0;0;0;1;1;0
Cutting Edge, The (1992);0;0;0;0;0;1;0;0;0;0
Of Mice and Men (1992);0;0;0;0;0;1;0;0;0;0
Bad Lieutenant (1992);0;0;0;0;1;1;0;0;0;0
Scream 3 (2000);0;0;0;0;0;0;1;0;0;1
Single White Female (1992);1;0;0;0;0;0;0;0;0;0
Boondock Saints, The (1999);1;0;0;1;0;0;0;0;0;0
Gun Shy (2000);0;0;0;1;0;0;0;0;0;0
Beloved/Friend (Amigo/Amado) (1999);0;0;0;0;0;1;0;0;0;0
Gendernauts (1999);0;0;0;0;0;0;0;0;0;0
Knockout (1999);1;1;0;0;0;0;0;0;0;0
Baby, The (1973);0;0;0;0;0;0;1;0;0;0
Brandon Teena Story, The (1998);0;0;0;0;0;0;0;0;0;0
Different for Girls (1996);0;0;0;1;0;0;0;0;0;0
Minnie and Moskowitz (1971);1;0;0;0;0;0;0;0;0;0
They Might Be Giants (1971);0;0;0;1;0;0;0;1;0;0
Beach, The (2000);0;1;0;0;0;1;0;0;0;0
Snow Day (2000);0;0;0;1;0;0;0;0;0;0
Tigger Movie, The (2000);0;0;1;0;0;0;0;0;0;0
Cotton Mary (1999);0;0;0;0;0;1;0;0;0;0
Not One Less (Yi ge dou bu neng shao) (1999);0;0;0;0;0;1;0;0;0;0
Soft Toilet Seats (1999);0;0;0;1;0;0;0;0;0;0
Trois (2000);0;0;0;0;0;0;0;0;0;1
Big Combo, The (1955);0;0;0;0;0;0;0;0;0;0
Conceiving Ada (1997);0;0;0;0;0;1;0;0;1;0
Eaten Alive (1976);0;0;0;0;0;0;1;0;0;0
Raining Stones (1993);0;0;0;0;0;1;0;0;0;0
To Sir with Love (1967);0;0;0;0;0;1;0;0;0;0
With Byrd at the South Pole (1930);0;0;0;0;0;0;0;0;0;0
Boiler Room (2000);0;0;0;0;0;1;0;0;0;0
Hanging Up (2000);0;0;0;1;0;1;0;0;0;0
Pitch Black (2000);1;0;0;0;0;0;0;0;1;0
Whole Nine Yards, The (2000);0;0;0;1;1;0;0;0;0;0
Beautiful People (1999);0;0;0;1;0;0;0;0;0;0
Black Tar Heroin: The Dark End of the Street (1999);0;0;0;0;0;0;0;0;0;0
Blue Collar (1978);0;0;0;0;1;1;0;0;0;0
Bluebeard (1944);0;0;0;0;0;0;1;0;0;0
Circus, The (1928);0;0;0;1;0;0;0;0;0;0
City Lights (1931);0;0;0;1;0;1;0;1;0;0
Flamingo Kid, The (1984);0;0;0;1;0;1;0;0;0;0
Dog's Life, A (1920);0;0;0;1;0;0;0;0;0;0
Kid, The (1921);1;0;0;0;0;0;0;0;0;0
Man from Laramie, The (1955);0;0;0;0;0;0;0;0;0;0
McCullochs, The (1975);0;0;0;0;0;1;0;0;0;0
Class Reunion (1982);0;0;0;1;0;0;0;0;0;0
Big Trees, The (1952);1;0;0;0;0;1;0;0;0;0
Happy Go Lovely (1951);0;0;0;0;0;0;0;0;0;0
Reindeer Games (2000);1;0;0;0;0;0;0;0;0;1
Wonder Boys (2000);0;0;0;1;0;1;0;0;0;0
Deterrence (1998);0;0;0;0;0;0;0;0;0;1
Judy Berlin (1999);0;0;0;0;0;1;0;0;0;0
Mifune (Mifunes sidste sang) (1999);0;0;0;1;0;0;0;1;0;0
Waiting Game, The (2000);0;0;0;1;0;0;0;0;0;0
3 Strikes (2000);0;0;0;1;0;0;0;0;0;0
Chain of Fools (2000);0;0;0;1;1;0;0;0;0;0
Drowning Mona (2000);0;0;0;1;0;0;0;0;0;0
Next Best Thing, The (2000);0;0;0;1;0;1;0;0;0;0
What Planet Are You From? (2000);0;0;0;1;0;0;0;0;1;0
Beyond the Mat (2000);0;0;0;0;0;0;0;0;0;0
Ghost Dog: The Way of the Samurai (1999);0;0;0;0;1;1;0;0;0;0
Year My Voice Broke, The (1987);0;0;0;0;0;1;0;0;0;0
Splendor in the Grass (1961);0;0;0;0;0;1;0;0;0;0
My Tutor (1983);0;0;0;0;0;1;0;0;0;0
Legend of Lobo, The (1962);0;1;1;0;0;0;0;0;0;0
Killing of Sister George, The (1968);0;0;0;0;0;1;0;0;0;0
Key Largo (1948);0;0;0;0;1;1;0;0;0;1
Jail Bait (1954);0;0;0;0;1;1;0;0;0;0
It Happened Here (1961);0;0;0;0;0;1;0;0;0;0
I'll Never Forget What's 'is Name (1967);0;0;0;1;0;1;0;0;0;0
For All Mankind (1989);0;0;0;0;0;0;0;0;0;0
Cross of Iron (1977);0;0;0;0;0;0;0;0;0;0
Bride of the Monster (1956);0;0;0;0;0;0;1;0;1;0
Born Yesterday (1950);0;0;0;1;0;0;0;0;0;0
Birdy (1984);0;0;0;0;0;1;0;0;0;0
And God Created Woman (1988);0;0;0;1;0;1;0;1;0;0
Blood Feast (1963);0;0;0;0;0;0;1;0;0;0
Charlie, the Lonesome Cougar (1967);0;1;1;0;0;0;0;0;0;0
Color Me Blood Red (1965);0;0;0;0;0;0;1;0;0;0
Never Cry Wolf (1983);0;0;0;0;0;1;0;0;0;0
Night Visitor, The (1970);0;0;0;0;1;0;0;0;0;1
Perils of Pauline, The (1947);0;0;0;1;0;0;0;0;0;0
Raisin in the Sun, A (1961);0;0;0;0;0;1;0;0;0;0
Two Thousand Maniacs! (1964);0;0;0;0;0;0;1;0;0;0
Brown's Requiem (1998);0;0;0;0;0;1;0;0;0;0
Closer You Get, The (2000);0;0;0;1;0;0;0;1;0;0
Mission to Mars (2000);0;0;0;0;0;0;0;0;1;0
Ninth Gate, The (2000);0;0;0;0;0;0;0;0;0;1
Condo Painting (2000);0;0;0;0;0;0;0;0;0;0
East-West (Est-ouest) (1999);0;0;0;0;0;1;0;1;0;0
Defending Your Life (1991);0;0;0;1;0;0;0;1;0;0
Breaking Away (1979);0;0;0;0;0;1;0;0;0;0
Hoosiers (1986);0;0;0;0;0;1;0;0;0;0
Bull Durham (1988);0;0;0;1;0;0;0;0;0;0
Dog Day Afternoon (1975);0;0;0;1;1;1;0;0;0;0
American Graffiti (1973);0;0;0;1;0;1;0;0;0;0
Asphalt Jungle, The (1950);0;0;0;0;1;0;0;0;0;0
Searchers, The (1956);0;0;0;0;0;0;0;0;0;0
Where Eagles Dare (1969);1;1;0;0;0;0;0;0;0;0
Devil's Brigade, The (1968);0;0;0;0;0;0;0;0;0;0
Big Country, The (1958);0;0;0;0;0;0;0;1;0;0
Any Number Can Win (M?odie en sous-sol ) (1963);0;0;0;0;1;0;0;0;0;0
Betrayed (1988);0;0;0;0;0;1;0;0;0;1
Bound for Glory (1976);0;0;0;0;0;1;0;0;0;0
Bridge at Remagen, The (1969);1;0;0;0;0;0;0;0;0;0
Buck and the Preacher (1972);0;0;0;0;0;0;0;0;0;0
Daughters of the Dust (1992);0;0;0;0;0;1;0;0;0;0
Destination Moon (1950);0;0;0;0;0;0;0;0;1;0
Fantastic Night, The (La Nuit Fantastique) (1949);0;0;0;0;0;0;0;1;0;0
Hangmen Also Die (1943);0;0;0;0;0;1;0;0;0;0
Ogre, The (Der Unhold) (1996);0;0;0;0;0;1;0;0;0;0
On the Beach (1959);0;0;0;0;0;1;0;0;0;0
Railroaded! (1947);0;0;0;0;0;0;0;0;0;0
Slaves to the Underground (1997);0;0;0;1;0;1;0;0;0;0
Song of Freedom (1936);0;0;0;0;0;1;0;0;0;0
Big Fella (1937);0;0;0;0;0;1;0;0;0;0
Taking of Pelham One Two Three, The (1974);1;0;0;0;0;0;0;0;0;0
Volunteers (1985);0;0;0;1;0;0;0;0;0;0
JFK (1991);0;0;0;0;0;1;0;0;0;0
Who's Harry Crumb? (1989);0;0;0;1;0;0;0;0;0;0
Harry and the Hendersons (1987);0;0;0;1;0;0;0;0;0;0
Let's Get Harry (1986);1;1;0;0;0;0;0;0;0;0
Shanghai Surprise (1986);0;1;0;0;0;0;0;0;0;0
Who's That Girl? (1987);0;0;0;1;0;0;0;0;0;0
She-Devil (1989);0;0;0;1;0;0;0;0;0;0
Date with an Angel (1987);0;0;0;1;0;0;0;0;0;0
Blind Date (1987);0;0;0;1;0;0;0;1;0;0
Nadine (1987);0;0;0;1;0;0;0;0;0;0
Muppet Movie, The (1979);0;0;1;1;0;0;0;0;0;0
Great Muppet Caper, The (1981);0;0;1;1;0;0;0;0;0;0
Muppets Take Manhattan, The (1984);0;0;1;1;0;0;0;0;0;0
Sesame Street Presents Follow That Bird (1985);0;0;1;1;0;0;0;0;0;0
We're Back! A Dinosaur's Story (1993);0;0;1;0;0;0;0;0;0;0
Baby... Secret of the Lost Legend (1985);0;1;0;0;0;0;0;0;1;0
Turtle Diary (1985);0;0;0;0;0;1;0;0;0;0
Raise the Titanic (1980);0;0;0;0;0;1;0;0;0;1
Titanic (1953);1;0;0;0;0;1;0;0;0;0
Night to Remember, A (1958);1;0;0;0;0;1;0;0;0;0
Captain Horatio Hornblower (1951);1;1;0;0;0;0;0;0;0;0
Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999);0;0;0;1;0;1;0;0;0;0
Erin Brockovich (2000);0;0;0;0;0;1;0;0;0;0
Final Destination (2000);0;0;0;0;0;1;0;0;0;1
Soft Fruit (1999);0;0;0;1;0;1;0;0;0;0
Babymother (1998);0;0;0;0;0;1;0;0;0;0
Bear, The (1988);0;1;0;0;0;0;0;0;0;0
Impact (1949);0;0;0;0;1;1;0;0;0;0
Love Is a Many-Splendored Thing (1955);0;0;0;0;0;0;0;1;0;0
Mirror, The (Zerkalo) (1975);0;0;0;0;0;1;0;0;0;0
Trial, The (Le Proc?) (1963);0;0;0;0;0;1;0;0;0;0
Crimson Pirate, The (1952);0;1;0;1;0;0;0;0;1;0
Thelma & Louise (1991);1;0;0;0;0;1;0;0;0;0
Something for Everyone (1970);0;0;0;1;1;0;0;0;0;0
...And Justice for All (1979);0;0;0;0;0;1;0;0;0;1
Animal House (1978);0;0;0;1;0;0;0;0;0;0
She's Gotta Have It (1986);0;0;0;1;0;0;0;1;0;0
School Daze (1988);0;0;0;0;0;1;0;0;0;0
Do the Right Thing (1989);0;0;0;1;0;1;0;0;0;0
Mo' Better Blues (1990);0;0;0;0;0;1;0;0;0;0
Jungle Fever (1991);0;0;0;0;0;1;0;1;0;0
Coogan's Bluff (1968);0;0;0;0;1;0;0;0;0;0
Champ, The (1979);0;0;0;0;0;1;0;0;0;0
Creature Comforts (1990);0;0;0;1;0;0;0;0;0;0
Death Wish (1974);1;0;0;0;0;1;0;0;0;0
Death Wish II (1982);1;0;0;0;0;1;0;0;0;0
Death Wish 3 (1985);1;0;0;0;0;1;0;0;0;0
Death Wish 4: The Crackdown (1987);1;0;0;0;0;1;0;0;0;0
Death Wish V: The Face of Death (1994);1;0;0;0;0;1;0;0;0;0
Double Indemnity (1944);0;0;0;0;1;0;0;0;0;0
Dying Young (1991);0;0;0;0;0;1;0;1;0;0
Cool as Ice (1991);0;0;0;0;0;1;0;0;0;0
Teenage Mutant Ninja Turtles (1990);1;0;1;0;0;0;0;0;0;0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991);1;0;1;0;0;0;0;0;0;0
Teenage Mutant Ninja Turtles III (1993);1;0;1;0;0;0;0;0;0;0
Red Dawn (1984);1;0;0;0;0;0;0;0;0;0
Band of the Hand (1986);1;0;0;0;0;0;0;0;0;0
Born American (1986);1;0;0;0;0;1;0;0;0;1
Bloodsport (1988);1;0;0;0;0;0;0;0;0;0
Eyes of Laura Mars (1978);0;0;0;0;0;0;0;0;0;1
Funny Bones (1995);0;0;0;1;0;0;0;0;0;0
Good Earth, The (1937);0;0;0;0;0;1;0;0;0;0
Good Morning, Vietnam (1987);0;0;0;1;0;1;0;0;0;0
Good Mother, The (1988);0;0;0;0;0;1;0;0;0;0
Grumpy Old Men (1993);0;0;0;1;0;0;0;0;0;0
Guess Who's Coming to Dinner (1967);0;0;0;1;0;1;0;0;0;0
Romeo Must Die (2000);1;0;0;0;0;0;0;1;0;0
Here on Earth (2000);0;0;0;0;0;1;0;1;0;0
Whatever It Takes (2000);0;0;0;1;0;0;0;1;0;0
Buddy Boy (1999);0;0;0;0;0;1;0;0;0;1
Color of Paradise, The (Rang-e Khoda) (1999);0;0;0;0;0;1;0;0;0;0
Waking the Dead (1999);0;0;0;0;0;1;0;0;0;0
Blood and Sand (Sangre y Arena) (1989);0;0;0;0;0;1;0;1;0;0
Gothic (1986);0;0;0;0;0;1;1;0;0;0
Hillbillys in a Haunted House (1967);0;0;0;1;0;0;0;0;0;0
Lord of the Flies (1963);0;1;0;0;0;1;0;0;0;1
Modern Times (1936);0;0;0;1;0;0;0;0;0;0
Last Resort (1994);0;0;0;1;0;0;0;0;0;0
Solar Crisis (1993);0;0;0;0;0;0;0;0;1;1
That's Life! (1986);0;0;0;0;0;1;0;0;0;0
Heart and Souls (1993);0;0;0;1;0;0;0;0;0;0
Hud (1963);0;0;0;0;0;1;0;0;0;0
Hustler, The (1961);0;0;0;0;0;1;0;0;0;0
Inherit the Wind (1960);0;0;0;0;0;1;0;0;0;0
Dersu Uzala (1974);0;1;0;0;0;1;0;0;0;0
Close Encounters of the Third Kind (1977);0;0;0;0;0;1;0;0;1;0
Horror Hotel (a.k.a. The City of the Dead) (1960);0;0;0;0;0;0;1;0;0;0
Jonah Who Will Be 25 in the Year 2000 (1976);0;0;0;1;0;0;0;0;0;0
Retroactive (1997);0;0;0;0;0;0;0;0;1;1
Place in the Sun, A (1951);0;0;0;0;0;1;0;1;0;0
Jacob's Ladder (1990);0;0;0;0;0;0;1;0;0;1
Empire Records (1995);0;0;0;1;0;1;0;0;0;0
Bamba, La (1987);0;0;0;0;0;1;0;0;0;0
Ladyhawke (1985);0;1;0;0;0;0;0;1;0;0
Lucas (1986);0;0;0;0;0;1;0;0;0;0
High Fidelity (2000);0;0;0;1;0;0;0;0;0;0
Price of Glory (2000);0;0;0;0;0;1;0;0;0;0
Road to El Dorado, The (2000);0;0;1;0;0;0;0;0;0;0
Skulls, The (2000);0;0;0;0;0;0;0;0;0;1
Autopsy (Macchie Solari) (1975);0;0;0;0;0;0;1;0;0;0
Devil Girl From Mars (1954);0;0;0;0;0;0;0;0;1;0
Dorado, El (1967);0;0;0;0;0;0;0;0;0;0
Hideous Sun Demon, The (1959);0;0;0;0;0;0;1;0;1;0
Hook (1991);0;1;0;0;0;0;0;0;0;0
